Unnamed: 0,claim_text,premise_texts,year,quarter,label,argument,temporal_label,,,,,
52,"So, we are growing at very, very healthy levels okay.",when you look at it from a purchase value standpoint actually in the December quarter we grew 24% and for the fiscal 2015 we grew at 23%.,2016,Q1,2,"So, we are growing at very, very healthy levels okay. when you look at it from a purchase value standpoint actually in the December quarter we grew 24% and for the fiscal 2015 we grew at 23%.",1,Wrong,,,,
1579,"On Millennials, we were really pleased –","this was a fantastic quarter for overall growth of the Facebook community our strongest absolute MAU and DAU additions year-over-year since being a public company,",2016,Q4,2,"On Millennials, we were really pleased – this was a fantastic quarter for overall growth of the Facebook community our strongest absolute MAU and DAU additions year-over-year since being a public company,",0,Wrong,,,,
1387,So each of the geos did extremely well and we set records from the App Store to the Apple Music to iCloud to Apple Pay and more.,The services grew 31%. We hit an all-time record at $9.2 billion first time we cleared $9 billion. The great news about it is its not a single geo or a single service. If you look at it each of the geos the minimum was at 25%. And underneath that if you look at the subscriptions the number of subscriptions I think I mentioned this in my comments paid subscriptions had moved up over 100 million on a year-over-year basis to over 270 million by the end of the quarter.,2018,Q2,2,So each of the geos did extremely well and we set records from the App Store to the Apple Music to iCloud to Apple Pay and more. The services grew 31%. We hit an all-time record at $9.2 billion first time we cleared $9 billion. The great news about it is its not a single geo or a single service. If you look at it each of the geos the minimum was at 25%. And underneath that if you look at the subscriptions the number of subscriptions I think I mentioned this in my comments paid subscriptions had moved up over 100 million on a year-over-year basis to over 270 million by the end of the quarter.,0,Wrong,,,,
526,"Let me start by saying we really do think about and talk about our cloud as containing all of the components, from the IaaS layer to the platform layer to the SaaS layer.",Youll hear us talk about Dynamics 365 Office 365 as well as our Azure core and premium services.,2017,Q2,0,"Let me start by saying we really do think about and talk about our cloud as containing all of the components, from the IaaS layer to the platform layer to the SaaS layer. Youll hear us talk about Dynamics 365 Office 365 as well as our Azure core and premium services.",0,Correct,,,,
385,"So, yes, I do think that price is a factor.",And so what we have done in January and in some locations and some products is essentially absorbed part or all of the foreign currency move as compared to last year and therefore get close or perhaps right on the local price from a year ago.,2019,Q1,1,"So, yes, I do think that price is a factor. And so what we have done in January and in some locations and some products is essentially absorbed part or all of the foreign currency move as compared to last year and therefore get close or perhaps right on the local price from a year ago.",0,Wrong,,,,
613,We did perform about where I thought we would.,At least I thought it would be similar to the previous quarter and it was.,2017,Q2,2,We did perform about where I thought we would. At least I thought it would be similar to the previous quarter and it was.,0,Wrong,,,,
1937,you're going to see that show up in a variety of different line items that we don't have it specifically broken out.,Were making substantial product and engineering investments. So as part of the overall hiring on R&D head count theres going be a pretty significant allocation of that to some of the product-related security initiatives that were doing. So thats going to show up in R&D. Youre going to have some of the ads work that were doing the ads quality work showing up in the sales and marketing line so youre going to see some there. And then youre going to also just have overall impact on G&A as well for things like policy-related expenses and the like.,2017,Q3,0,you're going to see that show up in a variety of different line items that we don't have it specifically broken out. Were making substantial product and engineering investments. So as part of the overall hiring on R&D head count theres going be a pretty significant allocation of that to some of the product-related security initiatives that were doing. So thats going to show up in R&D. Youre going to have some of the ads work that were doing the ads quality work showing up in the sales and marketing line so youre going to see some there. And then youre going to also just have overall impact on G&A as well for things like policy-related expenses and the like.,0,Correct,,,,
1929,The number of things that you can do are growing significantly.,Just a year ago practically a year ago we came out with ARKit 1. Six months or so after that we came out with 1.5. We then recently came out with ARKit 2.,2018,Q4,1,The number of things that you can do are growing significantly. Just a year ago practically a year ago we came out with ARKit 1. Six months or so after that we came out with 1.5. We then recently came out with ARKit 2.,0,Wrong,,,,
1621,"In general, for the full fiscal year, we'll be right at or a little below where I thought we would have been, and so that's why the full-year perspective that growth will slow is still on track.",And for simplicity I generally would think about all the delta from Q3. I would encourage you just to move it into Q4 as you think about what to expect.,2017,Q3,2,"In general, for the full fiscal year, we'll be right at or a little below where I thought we would have been, and so that's why the full-year perspective that growth will slow is still on track. And for simplicity I generally would think about all the delta from Q3. I would encourage you just to move it into Q4 as you think about what to expect.",1,Wrong,,,,
367,"So if you recall, it's very consistent with what we've been talking about the last couple of quarters which is the acceleration of expense growth is really driven by three factors.",So its the investments that were making in safety and security its the content investments were making to support Watch and then finally its the innovation initiatives around our longer term bets like AI AR VR and connectivity.,2018,Q1,2,"So if you recall, it's very consistent with what we've been talking about the last couple of quarters which is the acceleration of expense growth is really driven by three factors. So its the investments that were making in safety and security its the content investments were making to support Watch and then finally its the innovation initiatives around our longer term bets like AI AR VR and connectivity.",0,Wrong,,,,
623,"So on AI, I think that there's a very big shift in how we're going to think about content moderation on the platform.",And I mean this goes back to the beginning of the service right? So in 2004 when I was starting in my dorm room for a number of reasons it was just me so we didnt have a lot of capacity to have thousands of people reviewing content. AI technology was not developed at the time. The only real logical way to run the service was to enable people to share what they wanted and then reactively if people in the community saw something that was offensive or they thought was against the rules theyd flag it for us. And wed look at it and take things down that didnt belong. Now it is becoming increasingly possible both because we can build the AI tools but couple that with being able to hire thousands and thousands of people to do faster review of the content and look at something proactively.,2018,Q1,1,"So on AI, I think that there's a very big shift in how we're going to think about content moderation on the platform. And I mean this goes back to the beginning of the service right? So in 2004 when I was starting in my dorm room for a number of reasons it was just me so we didnt have a lot of capacity to have thousands of people reviewing content. AI technology was not developed at the time. The only real logical way to run the service was to enable people to share what they wanted and then reactively if people in the community saw something that was offensive or they thought was against the rules theyd flag it for us. And wed look at it and take things down that didnt belong. Now it is becoming increasingly possible both because we can build the AI tools but couple that with being able to hire thousands and thousands of people to do faster review of the content and look at something proactively.",1,Correct,,,,
1022,And we’re very pleased with the strong performance that we had with Facebook itself in the quarter.,But make no mistake Facebook core Facebook is really driving the top-line.,2015,Q4,2,And we’re very pleased with the strong performance that we had with Facebook itself in the quarter. But make no mistake Facebook core Facebook is really driving the top-line.,0,Wrong,,,,
1265,"And I mean really looking at that, the goal is to make customers' lives easier and make it more convenient and a lot of that is you're seeing that in the homes and to some extent on the Go.",I mean one were bringing a lot of cool hardware options to customers. Second thing I mean making the Alexa service smarter. Its getting smarter and more capable. And then also delivering tools for developers helping them build for and really with Alexa.,2018,Q3,0,"And I mean really looking at that, the goal is to make customers' lives easier and make it more convenient and a lot of that is you're seeing that in the homes and to some extent on the Go. I mean one were bringing a lot of cool hardware options to customers. Second thing I mean making the Alexa service smarter. Its getting smarter and more capable. And then also delivering tools for developers helping them build for and really with Alexa.",0,Correct,,,,
482,We felt very good about the gross margins for the quarter.,We were actually at the high end of the range for gross margins. We had guided 38% to 38.5% and we came in at 38.5% exactly. And really the slight improvement over the midpoint of the guidance range was due to the fact that our revenue was ahead of our expectations and so we got a bit more leverage out of the increased revenue levels. Again keep in mind the strong dollar doesnt help us on that front.,2017,Q1,2,We felt very good about the gross margins for the quarter. We were actually at the high end of the range for gross margins. We had guided 38% to 38.5% and we came in at 38.5% exactly. And really the slight improvement over the midpoint of the guidance range was due to the fact that our revenue was ahead of our expectations and so we got a bit more leverage out of the increased revenue levels. Again keep in mind the strong dollar doesnt help us on that front.,0,Wrong,,,,
1304,"We've been a longtime advocate of structural tax reform, and so we'll just wait and see how things play out.",And as decisions get made and proposals clarified well share more about what that means for us.,2017,Q3,0,"We've been a longtime advocate of structural tax reform, and so we'll just wait and see how things play out. And as decisions get made and proposals clarified well share more about what that means for us.",0,Correct,,,,
1353,"What we're also seeing as we look at people that start paying on our stores, we see a pretty common trend over time.",And we keep track of that across cohorts of customers that as people come into the ecosystem and start paying on the ecosystem we see a spending profile that is very similar around the world. People start at a certain level and then they tend to spend more over time.,2017,Q2,0,"What we're also seeing as we look at people that start paying on our stores, we see a pretty common trend over time. And we keep track of that across cohorts of customers that as people come into the ecosystem and start paying on the ecosystem we see a spending profile that is very similar around the world. People start at a certain level and then they tend to spend more over time.",0,Correct,,,,
564,So you will see more going forward.,Most of the spend that we are seeing in Q2 is starting in North America. But this is intended to be a global improvement in speed tied to our Prime program.,2019,Q1,0,So you will see more going forward. Most of the spend that we are seeing in Q2 is starting in North America. But this is intended to be a global improvement in speed tied to our Prime program.,1,Wrong,,,,
1209,"So, there's a lot of different influences there.",But excluding India and Souq the rest is the Prime benefits and the continued growth in the other countries that we have been in for a while continue to roll out Prime Now and AmazonFresh. In video if you remember in Q4 of last year we launched Prime Video in over 200 countries globally continue to build up not only the offerings but also the engagement that we see from those Prime customers. So becoming more engaged and were also doing the basic blocking tackling of adding selection especially FBA selection increasing free shipping offers and also speed of shipping offers.,2017,Q3,0,"So, there's a lot of different influences there. But excluding India and Souq the rest is the Prime benefits and the continued growth in the other countries that we have been in for a while continue to roll out Prime Now and AmazonFresh. In video if you remember in Q4 of last year we launched Prime Video in over 200 countries globally continue to build up not only the offerings but also the engagement that we see from those Prime customers. So becoming more engaged and were also doing the basic blocking tackling of adding selection especially FBA selection increasing free shipping offers and also speed of shipping offers.",1,Wrong,,,,
1910,One thing that we're optimistic about is our ability to hire technical talent outside of the Bay Area as well as in the Bay Area.,And thats because weve built up engineering locations in key areas like Seattle London New York Boston Tel Aviv. So weve got other markets in which we can recruit and grow engineering and other technical team. And thats really different from where we were a couple years ago.,2016,Q4,0,One thing that we're optimistic about is our ability to hire technical talent outside of the Bay Area as well as in the Bay Area. And thats because weve built up engineering locations in key areas like Seattle London New York Boston Tel Aviv. So weve got other markets in which we can recruit and grow engineering and other technical team. And thats really different from where we were a couple years ago.,0,Correct,,,,
172,"And so, there was a lot of leverage and a lot of, in a way, there was a lot of pre hiring in 2017 that we digested in 2018, while we still continue, in some areas, especially things like our core retail business and also G&A functions, but then we continue to invest again in the technology tied to AWS sales team to an AWS device area.",Similarly on headcount we grew headcount by 48% in 2016 38% in 2017 if you exclude the acquisitions of Whole Foods and Souq which drove the number up to closer to 68% I believe. Last year we were at 14% growth. So their groups are growing considerably higher than that 14% but on total the company grew 14%.,2018,Q4,1,"And so, there was a lot of leverage and a lot of, in a way, there was a lot of pre hiring in 2017 that we digested in 2018, while we still continue, in some areas, especially things like our core retail business and also G&A functions, but then we continue to invest again in the technology tied to AWS sales team to an AWS device area. Similarly on headcount we grew headcount by 48% in 2016 38% in 2017 if you exclude the acquisitions of Whole Foods and Souq which drove the number up to closer to 68% I believe. Last year we were at 14% growth. So their groups are growing considerably higher than that 14% but on total the company grew 14%.",1,Correct,,,,
220,"And so it's difficult sometimes to get a read over exactly what's happening in the market, but given the industry numbers that we've seen, it's clear that we picked up global market share and picked up market share in several countries, not only iPhone, but iPad as well.",If you look at it on a geographic basis the top three selling phones in urban China were iPhone where iPhone X was number one and has been for a couple of quarters and iPhones make up three of the top five smartphones in the U.S. UK and Japan.,2018,Q3,1,"And so it's difficult sometimes to get a read over exactly what's happening in the market, but given the industry numbers that we've seen, it's clear that we picked up global market share and picked up market share in several countries, not only iPhone, but iPad as well. If you look at it on a geographic basis the top three selling phones in urban China were iPhone where iPhone X was number one and has been for a couple of quarters and iPhones make up three of the top five smartphones in the U.S. UK and Japan.",0,Wrong,,,,
1328,And during the quarter tactically the emerging markets had a bit of a rebound.,And in fact on a constant currency basis we actually grew slightly in emerging markets. We still declined on a reported basis. India bounced back. During the quarter we returned to growth there. We grew in Brazil as well.,2019,Q3,2,And during the quarter tactically the emerging markets had a bit of a rebound. And in fact on a constant currency basis we actually grew slightly in emerging markets. We still declined on a reported basis. India bounced back. During the quarter we returned to growth there. We grew in Brazil as well.,0,Wrong,,,,
250,"And what's most important in winning budget is our relative performance in the industry, and we believe we'll continue to do very well on that.",And things like GDPR and other privacy changes that may happen from us or may happen with regulation could make ads more relevant. One thing that we know thats not going to change is that advertisers are always looking for the highest ROI opportunity.,2018,Q2,0,"And what's most important in winning budget is our relative performance in the industry, and we believe we'll continue to do very well on that. And things like GDPR and other privacy changes that may happen from us or may happen with regulation could make ads more relevant. One thing that we know thats not going to change is that advertisers are always looking for the highest ROI opportunity.",0,Correct,,,,
1837,"So we're really pleased with the performance that we're seeing on the revenue front, certainly on the FX adjusted basis.",Were seeing strong growth in the face of really a tough currency environment. We think weve got the best mobile ad product out there in the market and its just getting better.,2015,Q1,2,"So we're really pleased with the performance that we're seeing on the revenue front, certainly on the FX adjusted basis. Were seeing strong growth in the face of really a tough currency environment. We think weve got the best mobile ad product out there in the market and its just getting better.",0,Wrong,,,,
616,So we're happy with the engagement that customers have.,Well ultimately Ill step back and say one of the main things we look out on Prime Video is customer usage patterns and in 2016 we had a doubling of Prime hours for video music and reading.,2016,Q4,0,So we're happy with the engagement that customers have. Well ultimately Ill step back and say one of the main things we look out on Prime Video is customer usage patterns and in 2016 we had a doubling of Prime hours for video music and reading.,2,Wrong,,,,
688,"And what we're doing on Messenger and on WhatsApp are really making sure that businesses can connect with people, and then in the early stages of testing messaging.",So we think paid messaging as weve talked about. And WhatsApp is interesting because by virtue of paying businesses are going to have to be careful about the content they send. Youre not going to send a lot of things people dont want to see if youre paying for them.,2018,Q3,0,"And what we're doing on Messenger and on WhatsApp are really making sure that businesses can connect with people, and then in the early stages of testing messaging. So we think paid messaging as weve talked about. And WhatsApp is interesting because by virtue of paying businesses are going to have to be careful about the content they send. Youre not going to send a lot of things people dont want to see if youre paying for them.",0,Correct,,,,
305,"And I think certainly because this got a lot of attention, it's not just Russia at this point.",Weve seen similar types of attempts from Iran China and some places others as well.,2019,Q4,0,"And I think certainly because this got a lot of attention, it's not just Russia at this point. Weve seen similar types of attempts from Iran China and some places others as well.",0,Correct,,,,
277,"Yeah, it was an incredible quarter.",We were up 71% year over year. China’s is obviously in the March quarter. iPhone led the way. It was up over 70% year on year. And the current estimates from Kantar are that that would mean that we would gain more than 9 points of share on a year over year basis. The Mac also had an unbelievable quarter in China and I’m particularly very happy with this that Mac unit sales were up 31%. We set a record in China for revenues. We did that now in a quarter that included Chinese New Year and so we have the help of a strong holiday season much like the U.S. has a strong season in December. And like the rest of the world or most of the rest of the world IDC is projecting that PC sales in China contracted by 5% last quarter. And so once again bucking the tide.,2015,Q2,2,"Yeah, it was an incredible quarter. We were up 71% year over year. China’s is obviously in the March quarter. iPhone led the way. It was up over 70% year on year. And the current estimates from Kantar are that that would mean that we would gain more than 9 points of share on a year over year basis. The Mac also had an unbelievable quarter in China and I’m particularly very happy with this that Mac unit sales were up 31%. We set a record in China for revenues. We did that now in a quarter that included Chinese New Year and so we have the help of a strong holiday season much like the U.S. has a strong season in December. And like the rest of the world or most of the rest of the world IDC is projecting that PC sales in China contracted by 5% last quarter. And so once again bucking the tide.",0,Wrong,,,,
541,But there are also going to be all these new kinds of things that we're not even building today that developers will be able to experiment with.,One of the examples I showed at F8 was around using object recognition and computer vision to be able to point your camera at something and then tap on it and get a card of information and maybe even a buy button.,2017,Q1,0,But there are also going to be all these new kinds of things that we're not even building today that developers will be able to experiment with. One of the examples I showed at F8 was around using object recognition and computer vision to be able to point your camera at something and then tap on it and get a card of information and maybe even a buy button.,0,Correct,,,,
1023,"You will see volatility in the bookings number for the reasons we've laid out before, the changing expiry base, but also large contracts and commitments done by Azure.",And to your point we actually saw it this quarter because we again saw a quite good performance in some of these larger long-term Azure contracts which added on a flat expiry base to that 15% bookings growth which was good.,2019,Q1,2,"You will see volatility in the bookings number for the reasons we've laid out before, the changing expiry base, but also large contracts and commitments done by Azure. And to your point we actually saw it this quarter because we again saw a quite good performance in some of these larger long-term Azure contracts which added on a flat expiry base to that 15% bookings growth which was good.",0,Wrong,,,,
1656,"And so, I'd see that is opportunity.",When I look at the upgrade rate Steve what I see is I feel good that it’s a low number because thats low number means that there is 69% of the people that are out there prior to the iPhone 6 and 6 plus that havent bother to upgrade this year. Thats a large number.,2015,Q4,2,"And so, I'd see that is opportunity. When I look at the upgrade rate Steve what I see is I feel good that it’s a low number because thats low number means that there is 69% of the people that are out there prior to the iPhone 6 and 6 plus that havent bother to upgrade this year. Thats a large number.",0,Wrong,,,,
333,We think that targeting end measurement are significant competitive advantages for us.,Were very focused on the privacy of what people do wherever they do it and using the information we have in a very responsible way. We believe that because people are sharing interests because people are themselves their real identity on the Facebook platform we have a significant advantage just in basic targeting itself. Just age and gender were 38% more accurate than broad-based targeting according to Nielsen in the U.S. and thats just age and gender.,2017,Q1,0,We think that targeting end measurement are significant competitive advantages for us. Were very focused on the privacy of what people do wherever they do it and using the information we have in a very responsible way. We believe that because people are sharing interests because people are themselves their real identity on the Facebook platform we have a significant advantage just in basic targeting itself. Just age and gender were 38% more accurate than broad-based targeting according to Nielsen in the U.S. and thats just age and gender.,0,Correct,,,,
737,So the combination of these two things obviously had an impact on ASPs.,And then the other element was the fact that weve reduced more than 4 million units of channel inventory on the high end. So during the quarter we had this combination of starting with no iPhone SE units in channel inventory so we had to do an at least a partial channel fill that obviously had an impact on ASPs.,2016,Q3,2,So the combination of these two things obviously had an impact on ASPs. And then the other element was the fact that weve reduced more than 4 million units of channel inventory on the high end. So during the quarter we had this combination of starting with no iPhone SE units in channel inventory so we had to do an at least a partial channel fill that obviously had an impact on ASPs.,0,Wrong,,,,
1254,"And to answer your question about what category it starts in, just take a look at what's already on the web in terms of what people are doing and it is all over the place.",From entertainment to gaming Ive seen what I would call more small business solutions. Ive seen consumer solutions. Ive seen enterprise solutions.,2017,Q3,0,"And to answer your question about what category it starts in, just take a look at what's already on the web in terms of what people are doing and it is all over the place. From entertainment to gaming Ive seen what I would call more small business solutions. Ive seen consumer solutions. Ive seen enterprise solutions.",0,Correct,,,,
2166,"And for that reason, we think mid-roll is a better user experience.",In terms of why mid-roll is preferable to pre-roll Facebook is well suited for shorter-form content where were ranking things to be longer-form as well. So were ranking longer-form video but thats still relatively short video views.,2017,Q1,0,"And for that reason, we think mid-roll is a better user experience. In terms of why mid-roll is preferable to pre-roll Facebook is well suited for shorter-form content where were ranking things to be longer-form as well. So were ranking longer-form video but thats still relatively short video views.",0,Correct,,,,
1796,"We typically reduced channel inventory for our newest iPhones in Q2,",because they enjoy very large demand in the initial weeks of sales which are compounded by the holiday season in Q1.,2018,Q1,1,"We typically reduced channel inventory for our newest iPhones in Q2, because they enjoy very large demand in the initial weeks of sales which are compounded by the holiday season in Q1.",1,Correct,,,,
1089,"And so between all of those hardware products, as well as our gaming performance, another sort of hardware component in quarter, we did a little better than we had expected in our launches.",We actually launched a very broad portfolio of devices into the quarter. With Surface Pro 4 Surface Book Band 2 and the Lumia 950 and 950 XL. Now when you launch mid quarter theres always some timing aspect to that but I feel very good about the execution of those and that is a meaningful component of that out-performance.,2016,Q2,2,"And so between all of those hardware products, as well as our gaming performance, another sort of hardware component in quarter, we did a little better than we had expected in our launches. We actually launched a very broad portfolio of devices into the quarter. With Surface Pro 4 Surface Book Band 2 and the Lumia 950 and 950 XL. Now when you launch mid quarter theres always some timing aspect to that but I feel very good about the execution of those and that is a meaningful component of that out-performance.",0,Wrong,,,,
1597,But we need to keep into account the fact that these positives are going to be partially offset by the cost structures of the new products that we are launching now and we've launched already a few during the September quarter and that will have an impact on our December quarter results.,And its the fact that last year we had this award for a patent infringement of $548 million. That is at the gross margin level is 40 bps. And then weve got the FX situation which I mentioned before which is worth another 60 bps 70 bps.,2016,Q4,1,But we need to keep into account the fact that these positives are going to be partially offset by the cost structures of the new products that we are launching now and we've launched already a few during the September quarter and that will have an impact on our December quarter results. And its the fact that last year we had this award for a patent infringement of $548 million. That is at the gross margin level is 40 bps. And then weve got the FX situation which I mentioned before which is worth another 60 bps 70 bps.,0,Wrong,,,,
1620,"Overall, we continue to expect each service is going to get better and better.",That happens from two things premium mix revenue doing well as well as the efficiencies we expect to get in COGS resulting in gross margin improvement. The mix amongst the services will always result in a pacing change And so while year over year you may not see as much but you will see more sequential volatility as frankly youve seen over the past six quarters even when weve seen improvements in each of the underlying and underlying services which tends to be how I focus on it a bit more.,2017,Q3,1,"Overall, we continue to expect each service is going to get better and better. That happens from two things premium mix revenue doing well as well as the efficiencies we expect to get in COGS resulting in gross margin improvement. The mix amongst the services will always result in a pacing change And so while year over year you may not see as much but you will see more sequential volatility as frankly youve seen over the past six quarters even when weve seen improvements in each of the underlying and underlying services which tends to be how I focus on it a bit more.",0,Wrong,,,,
1685,We were very encouraged by the results this quarter.,If you look underneath the numbers mainland China was actually flat year-over-year during Q3. And in constant currency terms we were actually up 6% in mainland China. iPhone was relatively flat year-on-year similar as the market was. Hong Kong continued to drag down the total Greater China segment.,2017,Q3,2,We were very encouraged by the results this quarter. If you look underneath the numbers mainland China was actually flat year-over-year during Q3. And in constant currency terms we were actually up 6% in mainland China. iPhone was relatively flat year-on-year similar as the market was. Hong Kong continued to drag down the total Greater China segment.,2,Correct,,,,
806,"The opportunity I believe in both cases is high,",because it just comes in different forms. IaaS growth comes because people already have existing code that they want to move over and then they start extending by writing more PaaS because its sort of more efficient for them to write new code and new apps in PaaS.,2016,Q2,0,"The opportunity I believe in both cases is high, because it just comes in different forms. IaaS growth comes because people already have existing code that they want to move over and then they start extending by writing more PaaS because its sort of more efficient for them to write new code and new apps in PaaS.",0,Correct,,,,
1816,So the work that we started talking about at F8 that we are releasing slowly over the course of the year is certainly one of the precursors for building out that ecosystem that I'm excited about.,But also recently one of the things that weve seen is that there are a lot of AR experiences on mobile.,2017,Q2,0,So the work that we started talking about at F8 that we are releasing slowly over the course of the year is certainly one of the precursors for building out that ecosystem that I'm excited about. But also recently one of the things that weve seen is that there are a lot of AR experiences on mobile.,0,Correct,,,,
2172,"So total revenue has not changed, we just report that estimated value under the Services category.",That value gets deferred and gets amortized over the estimated period of time that we deliver the free services. In the past that deferral and the subsequent amortization was reported under products. Now in connection with the new revenue recognition standard we are reclassifying essentially that amortization from products revenue to services revenue.,2019,Q1,0,"So total revenue has not changed, we just report that estimated value under the Services category. That value gets deferred and gets amortized over the estimated period of time that we deliver the free services. In the past that deferral and the subsequent amortization was reported under products. Now in connection with the new revenue recognition standard we are reclassifying essentially that amortization from products revenue to services revenue.",0,Correct,,,,
577,It’s going to be gaming for the beginning.,There are about -- I think it’s around 250 million people who have Xboxes Play Station or Wiis.,2015,Q4,0,It’s going to be gaming for the beginning. There are about -- I think it’s around 250 million people who have Xboxes Play Station or Wiis.,0,Correct,,,,
558,"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014.",The global growth rate was 53% and North America growth rate was 50%. So by default the International growth rate was higher. We like the adoption of Prime internationally. Its helped by additional selection thats available for fast track shipment including FBA. So that flywheel is working. Weve also launched video benefits most recently in Japan but we have them in the U.K. and Germany. We continue to launch other Prime benefits Amazon Pantry in Japan and Germany this quarter. We launch Prime Now in the U.K. So its very similar to the U.S. story potentially time lagged a bit but we are seeing the same customer adoption and impact on growth rates.,2015,Q3,1,"We're not going to update our Prime subscription growth beyond what we said last year at the end of last year, which last year in a year when we raised prices early in 2014. The global growth rate was 53% and North America growth rate was 50%. So by default the International growth rate was higher. We like the adoption of Prime internationally. Its helped by additional selection thats available for fast track shipment including FBA. So that flywheel is working. Weve also launched video benefits most recently in Japan but we have them in the U.K. and Germany. We continue to launch other Prime benefits Amazon Pantry in Japan and Germany this quarter. We launch Prime Now in the U.K. So its very similar to the U.S. story potentially time lagged a bit but we are seeing the same customer adoption and impact on growth rates.",1,Correct,,,,
311,So we're pretty confident that this is going to keep on growing.,But what we found in general is that if you look at some of the markets that are strongest for both of them they can each grow in those markets and as messaging has become more affordable and more reliable for people the volumes of messaging have just gone through the roof in terms of what people want to do. My understanding from looking at a bunch of analytics is that the peak of global SMS reached somewhere in the low 20 billion messages per day and we already have many times more than that. Three times or more more than that across WhatsApp and Messenger.,2016,Q4,0,So we're pretty confident that this is going to keep on growing. But what we found in general is that if you look at some of the markets that are strongest for both of them they can each grow in those markets and as messaging has become more affordable and more reliable for people the volumes of messaging have just gone through the roof in terms of what people want to do. My understanding from looking at a bunch of analytics is that the peak of global SMS reached somewhere in the low 20 billion messages per day and we already have many times more than that. Three times or more more than that across WhatsApp and Messenger.,0,Correct,,,,
1234,"The way I think about it, we really – Satya and I and the leadership team decided, gosh, about 18 months ago – it's been a little longer than that now, to over-index on investing because of the TAM we saw in the Intelligent Cloud.",We increased hiring and we invested in direct customer acquisition cost. We invested in many of the things Satya just talked about in terms of technical capabilities and our sales force.,2017,Q2,1,"The way I think about it, we really – Satya and I and the leadership team decided, gosh, about 18 months ago – it's been a little longer than that now, to over-index on investing because of the TAM we saw in the Intelligent Cloud. We increased hiring and we invested in direct customer acquisition cost. We invested in many of the things Satya just talked about in terms of technical capabilities and our sales force.",0,Wrong,,,,
1847,"So, I think that’s the color I can give on ad loads.",I mentioned that we expect the factors that drove the performance in 2015 to continue to drive the performance in 2016.,2015,Q4,0,"So, I think that’s the color I can give on ad loads. I mentioned that we expect the factors that drove the performance in 2015 to continue to drive the performance in 2016.",2,Wrong,,,,
1068,"Through messaging specifically, I'm more optimistic because of the private nature of this space, right?",It feels – when youre using a messaging service that everything there is very intimate and private so it feels like a more natural space to be interacting with a business in a private way for doing transactions.,2019,Q1,0,"Through messaging specifically, I'm more optimistic because of the private nature of this space, right? It feels – when youre using a messaging service that everything there is very intimate and private so it feels like a more natural space to be interacting with a business in a private way for doing transactions.",0,Correct,,,,
2095,I think we have been and continue to be a great place for people to browse and discover.,Our overall commerce efforts go across not just Instagram but Facebook and all of our properties and our goal is to make it more convenient and accessible and secure for people and business to browse discover buy and sell. That continues to drive the great great majority of our business and well for the foreseeable future.,2019,Q3,0,I think we have been and continue to be a great place for people to browse and discover. Our overall commerce efforts go across not just Instagram but Facebook and all of our properties and our goal is to make it more convenient and accessible and secure for people and business to browse discover buy and sell. That continues to drive the great great majority of our business and well for the foreseeable future.,0,Correct,,,,
1178,And generally what we find is that price is important.,It was our 51st price reduction since we launched AWS years ago. As far as pricing is concerned we had a price reduction in January for our EC2 services.,2015,Q4,2,And generally what we find is that price is important. It was our 51st price reduction since we launched AWS years ago. As far as pricing is concerned we had a price reduction in January for our EC2 services.,0,Wrong,,,,
1736,And in this context I think we see a mix.,There a few of us who are at scale in public cloud who are very competitive and anybody who decides to be multi-cloud public cloud those are the winners.,2019,Q4,0,And in this context I think we see a mix. There a few of us who are at scale in public cloud who are very competitive and anybody who decides to be multi-cloud public cloud those are the winners.,0,Correct,,,,
1086,And I would also say retail was very strong.,We had a as I think Dave mentioned the Echo Dot was the highest selling unit globally so devices had very strong sales in the quarter.,2018,Q4,2,And I would also say retail was very strong. We had a as I think Dave mentioned the Echo Dot was the highest selling unit globally so devices had very strong sales in the quarter.,0,Wrong,,,,
855,We obviously feel good about the business during the December quarter.,And from what you’ve seen from our guidance for the March quarter we’re guiding to a growth in OpEx on a year-over-year basis that is similar to what we’ve experienced during the course of the December quarter. Our revenue exceeded in terms of growth our growth in operating expenses. Theres going to be quarters where the opposite is going to happen. It’s among the lowest ratios that we’ve ever had. Our expense to revenue ratio during the December quarter was that 7.4%. It was the lowest that we’ve had in two years.,2015,Q1,2,We obviously feel good about the business during the December quarter. And from what you’ve seen from our guidance for the March quarter we’re guiding to a growth in OpEx on a year-over-year basis that is similar to what we’ve experienced during the course of the December quarter. Our revenue exceeded in terms of growth our growth in operating expenses. Theres going to be quarters where the opposite is going to happen. It’s among the lowest ratios that we’ve ever had. Our expense to revenue ratio during the December quarter was that 7.4%. It was the lowest that we’ve had in two years.,0,Wrong,,,,
2157,And so that's the reason it's chockfull of incredible innovation.,And as we said when we launched it we were setting up the next decade.,2018,Q1,0,And so that's the reason it's chockfull of incredible innovation. And as we said when we launched it we were setting up the next decade.,0,Correct,,,,
